MT-Tipo1,MT-Tipo2,MT-Tipo3,MT-Tipo4,MT-Tipo5,MT-Tipo6,MT-Tipo7,MT-Tipo8,MT-Tipo9,MT-Tipo10
152.995533595847,26.4242736273984,51.1353629242273,80.2490906600917,61.9704110477427,10.8364339877768,41.1724952228725,46.1112618371123,31.8031211753849,20.635896537345
152.063897607127,23.8056247559305,50.8531844567061,81.1608229622367,61.5033743033799,10.8786047337347,42.5278284172695,49.272540775891,31.761080159652,21.4318723694663
151.902148217064,23.1127714216325,50.6415672686629,80.4547497182368,61.4046250965834,11.0397922036308,42.1458857283008,49.3805357712854,31.761080159652,21.0115442433873
150.006428485635,22.3344357262752,50.4040225903188,80.9027480104024,58.7914809248367,10.7724308748196,41.9249003761711,47.4657978513314,31.8100059410276,21.1398262261385
151.099655539223,21.9035277051496,49.3031981246025,85.5401825926186,57.5060310924355,10.9550843331684,42.7087724484957,49.535541142777,31.7449102377355,21.0342783743051
152.679485621403,22.0448306840279,48.952774295578,85.6991924807221,56.1865540993025,10.8539187290326,42.2141683212495,48.6291792019739,31.7449102377355,20.5827019571303
151.933895165387,21.7648569894616,48.7390245391699,86.0294488292261,55.8023499357186,10.7239929169315,40.4411396301749,42.5711055780251,31.7679649252947,23.3143816516422
149.514759050779,21.2915700009421,49.0518184852853,87.0751048377695,56.5955938342392,10.8985384190886,38.7278685076131,41.2724677573088,31.8100059410276,23.0344143657673
150.780472310864,20.8590265428005,48.3709332296313,87.1594246622047,55.2024606519522,10.0692174025555,37.811922826551,41.5893547210129,31.8100059410276,24.2933008436081
149.859061419827,21.0007001271486,48.1017113051121,86.4668113791769,54.2070657519362,10.1736540483314,37.4125633284556,41.1453294513184,31.761080159652,23.2128569931785
148.832443863481,21.1102413871954,48.296344606393,86.0754654309067,49.5750735468244,10.2445123251189,37.7130762686801,39.3892062778653,31.8031211753849,21.0969836967316
149.801631365969,21.6730289252611,47.4213289791469,84.5613301731138,50.0967403572455,9.99817124453622,39.0344179468765,42.1374296735916,31.7586792807396,19.5074182629639
151.414059714834,21.759564020698,45.5912703806994,81.8538844874532,54.7386134827928,10.2673298298218,39.3402253207084,44.7233762134325,31.8354590660929,18.8613760249775
149.267300187839,22.0541321977237,44.9633799982283,81.9564712797087,54.1435539109529,10.0741357833054,39.2726653840115,45.4541284125739,31.7517950033782,19.2828894537938
148.323000380728,22.3969321253614,45.1500225768324,82.8602575369114,53.1682780295432,10.0147459821276,39.4504605504835,48.807273318642,31.8192891441764,18.2262253885815
150.793238546248,21.8326860301631,45.8444698442399,83.2628416443901,52.9203239883794,10.2080256762272,41.7745342869179,47.4729479978341,31.8192891441764,19.1400068850677
148.262702895222,21.1965473566552,46.2376986050149,83.0474084162981,51.2884804172961,9.86358626823288,42.5618878045639,45.8552346147754,31.728742268944,17.877885788078
146.822707286057,21.1954683161251,46.2606407437457,82.117082608246,50.6262076494829,10.2005875811154,43.9657109282846,45.1123369077903,31.7517950033782,19.2908040045954
147.320548107647,21.1603030328317,46.6297598853182,80.5860938347849,51.0422476285781,9.93725405382809,42.9559335819426,44.967113640816,31.8031211753849,17.9372563936991
148.318309828958,22.4898456998187,44.8257115408437,80.8922830445552,50.4109519726608,10.0229806775833,43.5012020159594,48.1624890152291,31.7517950033782,18.2468772441032
145.936034554288,25.2670128822403,45.5513751169251,81.0697099248934,50.9313696375709,10.0274050245185,43.1952894175179,50.9322093592527,31.1858672675505,16.716662274355
145.996248909912,24.7595478540822,46.5408331272774,80.0902963481606,52.0047758903262,10.2590293692235,42.9415030399134,51.3335626317673,24.3102422499016,17.6183474573336
144.852642705804,24.3047359632664,45.201024041807,79.8378883885284,51.1924475191004,10.4337123680907,44.414412345452,45.0213181087286,24.2168770152869,17.2203188918588
