COM-Tipo1,COM-Tipo2,COM-Tipo3,COM-Tipo4,COM-Tipo5,COM-Tipo6,COM-Tipo7,COM-Tipo8,COM-Tipo9,COM-Tipo10,IND-Tipo1,IND-Tipo2,IND-Tipo3,IND-Tipo4,IND-Tipo5,IND-Tipo6,IND-Tipo7,IND-Tipo8,IND-Tipo9,IND-Tipo10,IP-Tipo1,RE-Tipo1,RE-Tipo2,RE-Tipo3,RE-Tipo4,RE-Tipo5,RE-Tipo6,RE-Tipo7,RE-Tipo8,RE-Tipo9,RE-Tipo10,RUR-Tipo1,RUR-Tipo2,RUR-Tipo3,RUR-Tipo4,RUR-Tipo5,RUR-Tipo6,RUR-Tipo7,RUR-Tipo8,RUR-Tipo9,RUR-Tipo10,SP-Tipo1,SP-Tipo2,SP-Tipo3,SP-Tipo4,SP-Tipo5,SP-Tipo6,SP-Tipo7,SP-Tipo8,SP-Tipo9,SP-Tipo10,MT-Tipo1,MT-Tipo2,MT-Tipo3,MT-Tipo4,MT-Tipo5,MT-Tipo6,MT-Tipo7,MT-Tipo8,MT-Tipo9,MT-Tipo10
17.2903792329745,4.81839809430314,11.5974833317602,15.2119531976567,2.65483430223105,13.3106568018568,71.9588149188916,5.87959408325844,4.16269240078739,8.55216776545703,2.4105788968412,1.00358789311656,1.71021565414125,0.270517631336774,0.245232644123818,0.949773611386563,1.21157924292775,1.0505346749942,0.653738573838181,0.234725339671368,231.598965418143,106.217065970871,94.305618726692,129.937166880313,65.2131859177433,118.713445831185,105.093067681879,82.9429178194156,91.1097270088133,32.5635056786758,33.8684784546466,24.897619520618,12.2721287779792,7.31486803468491,1.28803932960111,6.45498674538443,9.46410971005036,12.0287599244971,1.03716315420502,7.44529388663422,2.09018341293278,8.0309005794172,1.59732746755691,0.686074556430208,0.24578410025633,0.60948695825418,0.1060331487405,0.562449981762925,0.025575954166276,0.564964057825652,0.0760622335444141,149.01111183269,26.7237580642023,54.8492716251667,78.2835410944995,57.550278498555,10.6621050993899,39.6179647013041,51.6834771834467,31.98870271883,13.7051943711171
17.2260807707534,4.59061847590563,11.0528613809167,14.6273118374424,2.72714329305493,9.79681376749557,71.9791744160592,6.51572334349893,3.3972286119598,8.90123746927272,2.37531783654412,0.94526844658352,1.69943690729337,0.257410415127576,0.257220037666297,0.880578738324513,1.20209679497511,0.984672386093519,0.596990362858275,0.237236360166201,231.598965418143,105.588255791339,75.7245555277244,134.273501223091,67.5425501103267,110.751905928527,52.2587828648952,76.7020965415894,84.9211552426117,29.1019410944541,33.0446884170673,25.710889966621,11.7773386412191,7.39437383891589,1.17727958056469,5.92242799010315,10.0389524040116,12.4146698652012,1.0486641597531,7.0677925158891,1.9672892998228,8.20406833808083,1.56542491234342,0.752083093158527,0.309829464026128,0.817783666566218,0.583511560995179,0.669252624984875,0.0237928351449238,0.5348284550072,0.0756451803499891,151.738078880705,24.3789717117479,54.3297552664113,80.5525640495426,56.1747310096725,10.1148337511776,40.3065424008255,51.4108631690751,31.923607015538,13.7459426622374
16.4902953668484,5.15743602927209,11.8747240557406,14.8024610082009,2.66411988577149,10.0508210929275,70.1251722099383,7.09882153659159,3.44804785467994,7.69960654312323,2.37593430684038,1.06192147310204,1.70536578568662,0.244859564371653,0.279169027994572,0.87362205848536,1.25167878099418,0.979450062066523,0.511884441956183,0.253718855341001,231.598965418143,94.1179271987096,80.7883930430213,140.473116446304,75.053110094363,106.741513479692,57.9358958917832,73.1499036768911,81.1591755130568,39.4718462729271,30.9185947929655,25.6754015606711,11.9974463540616,6.62907236009027,1.06842288399929,5.90545661433391,10.5817960111292,12.1084896667329,1.04974722486631,6.99861315895648,1.68571161172243,7.79689096696194,1.4894048216642,0.848652472030884,0.275237212563549,0.870056230776794,0.181785132500465,0.862189852525107,0.0238208488790371,0.37791450994058,0.0750753218375387,151.000086203029,22.9722092874826,53.0550406635299,81.1020371954842,54.401128710198,10.2556549030341,40.2202361261899,48.821528567702,31.9143238123891,13.7890903674262
18.3393462790003,5.22692992608839,11.8153836013556,14.708291818298,2.72518726887567,15.9580630645016,69.2731132459077,6.69071817160526,3.59208069609665,8.06440335883045,2.4581344967329,1.01422462260931,1.72639074004982,0.243289623431316,0.31522607727573,0.881547236490634,1.16423836470158,1.00578516241138,0.505923321743769,0.254325031677374,231.598965418143,100.645173891059,69.2211734593553,141.25767833454,61.3783542596087,97.945298041428,48.1585218859493,76.5952596277192,86.7318882715781,32.608233126105,35.6128981292402,26.3976921415343,11.3287498628629,6.88364317973444,1.00100237824833,5.49969559794015,9.51108645913667,12.3678732308743,1.00436667779495,6.68780335199089,1.80021143710105,7.93101640038757,1.43568076524231,0.718212910493294,0.218762831095088,0.610831165926859,0.112225282940099,0.617148319429901,0.0238031151573123,0.573855674045047,0.0742534091276729,151.303750144239,23.41728445342,52.2896800658622,83.5048929145427,52.9573739457499,10.2842638508614,37.1572030372728,47.3287165521514,31.8981538904726,13.5442600445322
17.1103715416851,5.60125707631379,10.8845624299175,14.6563863004719,2.38086289589318,9.8358879864322,69.353068080274,6.50036070304469,2.91653336964311,8.44202720096612,2.52263807829519,0.928873710420878,1.75676789716551,0.259383831325886,0.240055031206849,0.885636423843078,1.22707496944508,0.896299650221282,0.577143669220606,0.274086951303299,231.598965418143,101.594034729195,82.1600877427,143.550656479826,54.0377150516337,93.0572781527677,43.9648062868105,73.7089197891659,83.0307648651559,26.8362778600079,35.563150936947,25.8515382314371,10.1738311981854,7.48775464417496,0.816284223005502,6.06073714341784,9.48770626941598,12.2626349418265,0.968661519776689,6.91941237794146,1.86110798702345,7.89482199060621,1.59371302688362,0.0639482071921127,0.312326098340463,0.659048737736146,0.531151678370103,0.775199105239878,0.0259670394664741,0.359267126559309,0.0753544661057522,151.274747580688,22.1476976276514,52.274919811918,86.829285501201,52.937777632223,9.78181157906385,36.7979332609599,49.4415446825748,31.8750992029134,13.5722925153073
18.0514873909067,5.86378957878842,10.4543447764955,14.2621165231982,2.46019202835216,8.82823966618969,69.7832547278365,5.81956969942682,3.33123180645354,9.15735856424603,2.38494602499618,0.99363876276061,1.65187840823194,0.23159495114105,0.26046063327019,0.841814359471806,1.10456402934186,0.839107786163939,0.529071040554405,0.261218145312833,231.598965418143,94.7594368411093,78.6932983202309,142.277889758484,59.881624403905,93.8627198017082,45.6286425570082,72.3693963540777,80.2894225849353,36.292894572718,35.9696528893401,25.8128150230014,11.0024323643185,7.85352993983247,0.987221678450981,5.44566892157366,9.21641950615041,11.7833582949855,0.973833278811634,6.51076052271045,1.99473745249139,7.9551447099115,1.45184806151119,0.0047028756832482,0.27560981172284,0.5801383960929,0.111334978911774,0.691268439229438,0.0242089686993468,0.528115213884486,0.0758737569946725,152.816336207692,21.8916335705976,50.8322332847773,85.8980641853342,51.0726028227478,10.1022660781774,36.9120396455302,48.0278730480867,31.8076050621152,13.4112241555188
18.1563594617201,5.49434749938714,10.2501942628251,14.2484312203984,2.3386179310918,7.53780692076839,69.111651697285,6.29548416092845,3.32783836619075,9.41309794535033,2.26708409429101,1.01548295763986,1.63947578301212,0.229864536387746,0.265265904102029,0.87839597632244,1.23943551092743,0.820120623872184,0.496198415463607,0.354998378234525,231.598965418143,99.6168096350982,80.2351899190173,135.335387939929,52.0256559121899,102.387032286361,46.9832206185342,56.8095663039673,84.2410749215705,36.4005822098533,36.3830740311739,24.9312617350248,10.0815846703541,8.33249329319327,1.03910041879101,5.25614348638783,9.19051410872309,12.3053038903006,1.09970123810068,6.3668434283064,1.54857897216679,8.02435797732102,1.50712486746176,0.0047431091137714,0.220131681472017,0.548703942349187,0.106520208062312,0.740043685408934,0.0230485298230693,0.395006275141022,0.0755850950574256,150.406346089201,21.6639436591245,49.9150919250013,87.0911963905452,51.8056564440143,10.0803631089993,35.8521131901728,43.1956851694721,31.8658140466396,13.6667978866436
17.6335879748482,4.99432927800477,10.2923043704481,15.007221995507,2.62532267489282,9.17565604968499,67.9424926340835,7.00184825426807,3.34893958546878,8.40777909289239,2.39493833390764,0.926129219024691,1.65141499883866,0.257324317177549,0.254850141887501,0.829170935317675,1.29494281622744,0.814053046910197,0.488932729907525,0.506489296895659,231.598965418143,101.126382630427,68.6719151595629,136.735546384674,77.2819063549986,95.0257561765673,45.5626700229472,58.3242274340528,83.7027303180476,30.4279478517102,38.0260654832939,25.0230957872396,10.9798322649877,7.93180143000715,0.922447934790362,5.43123126791598,8.89683494877877,12.6491049411659,1.0102624874054,3.56894975785636,1.74853073869159,7.78134944884894,1.44045078445066,0.0046807616164755,0.317535163305957,0.786344642815489,0.108225992267675,0.567682594018581,0.0234787108800128,0.49268235495489,0.0740485103073145,150.607035909052,21.4862894228286,48.764816287283,87.3004053754572,52.3887791566927,9.93573903917577,36.5490904868837,41.5058458096657,31.8819839685561,13.1768774752298
17.7082837759862,6.00502486999035,11.079807303897,14.4503865436286,2.63765217324273,9.80452031050113,66.5111846438487,6.42976033039303,3.31968720686532,8.50031064851012,2.33812052759541,0.976316177843228,1.68555446191966,0.233369247784618,0.232121277762687,0.85764637441911,1.42284258806763,0.792105290636407,0.489996534463846,0.529111972253366,231.598965418143,97.7055910106096,61.4162429314154,137.876127803519,59.7092767479653,91.2230525701327,40.4399604374439,61.3776346551177,81.605537939011,43.3451666242298,36.0533256186816,24.7308507704679,10.8833339668218,8.16933635971713,1.40222862238683,6.01957612962575,9.25002143735115,12.2899357250994,1.1746055591225,3.2797733753453,1.42013340600875,7.92212412804029,1.46660967245042,0.0047117333798971,0.287695392475603,0.559821068061488,0.393959991489924,0.574618487561526,0.0540119693076186,0.433409592853915,0.0753630110270488,151.644042015229,21.1247855766858,49.4311859178997,87.2312533977407,52.3423749512514,10.342196224057,38.4041838143994,40.7291467109923,31.8750992029134,12.9582597988874
16.6790941958752,4.88433516737198,11.0269316932928,14.5365796592747,2.5439485900315,9.21015055668568,66.3101615715995,6.21905840983099,3.17216525257795,8.73950266625414,2.20875682762909,1.00850480868591,1.67297410233657,0.229079338704686,0.255414818135059,0.847540013696327,1.46389068487888,0.791202271744532,0.471737738975871,0.621432431253977,231.598965418143,106.697603689732,52.6148170439416,132.901737431616,55.2997240215295,94.0050744157097,42.2652367403099,57.9965238213615,81.2224343020054,38.0423478929325,36.1448926351183,25.4641129097613,9.93839142243927,7.94554062780252,1.55840967663057,6.34961045583809,9.4589421071284,12.6511718358503,1.14296494751366,3.31531028898921,1.53594829496137,7.98520699425347,1.49171071445244,0.0046661353826957,0.186758998179445,0.586336187726581,0.321307473367164,0.581828108502934,0.259626709410264,0.431111405753625,0.0761092458703333,148.523134048234,21.0825348136379,50.2692381661447,85.4330357417577,52.3629598817241,10.0211812391021,38.3777126229252,38.8080510029361,31.8306597496744,13.3329980810993
