MT-Tipo1,MT-Tipo2,MT-Tipo3,MT-Tipo4,MT-Tipo5,MT-Tipo6,MT-Tipo7,MT-Tipo8,MT-Tipo9,MT-Tipo10
141.792628904004,25.4213284954294,42.5667527948108,60.7866487156026,55.9277985444391,10.3341102865362,32.5420967632193,34.7119501623437,21.9376187086551,21.1218054741391
140.237310418567,23.5510370477575,41.8310128026879,64.9536240680956,55.5221164144915,10.815519284354,32.7144954453025,33.1186220332539,23.875337463629,20.9003328173206
138.543326039218,23.317933104288,41.8054800877786,65.3678773650574,52.5736585822161,10.6266893583322,31.2385954781351,34.1561245993936,23.7520327758125,19.8345654806005
138.032156360172,22.9990319804226,41.9247198341784,67.1732919204729,50.7060759968558,10.4684790767924,30.374298784022,33.3327205445456,23.8332984010211,20.4590857458755
137.563325548422,20.4757452307815,41.2394336996068,68.3308579634834,51.8788676563604,10.8661814548942,30.8493395567257,32.4698255227994,23.8102437134619,19.8681248068586
137.125346665461,19.8687907614501,41.3938487390657,68.6259981009597,51.2210228365566,10.5439611781882,31.1092659489945,33.581241052996,23.8915073855455,20.4924590369768
136.736704330479,19.4937758068742,41.6842850191081,68.523164238391,49.4584125415048,10.7107466705597,30.9193140442101,35.6767898865001,23.8102437134619,20.2943279329526
138.775313588642,19.4993055310095,41.3127071372949,68.5984818655375,51.1684191071735,10.6708301970685,31.0709262272164,36.2531418166904,9.59091506368127,18.1411667946131
136.970238754907,19.187629565854,40.9017469311619,68.2819022748811,49.1679434245483,10.7172649050677,30.3317265182877,35.225004973231,13.5722261090571,19.1032441896608
134.295668679682,19.0568432496003,41.7124524996492,67.7550758575132,49.2253374981819,10.7597768525703,30.7169025446671,35.7001875916382,15.45110502013,17.7794172819658
136.558713119085,19.2133400761739,41.6478065033895,67.7834404816094,47.5224906005004,10.4948526880719,30.4044508837088,35.1318191819762,15.4280503325708,18.8855068844144
137.29904686122,18.8361376215924,40.4671221741869,68.4538560106741,46.8898822614742,10.4642365075734,30.4848070850869,36.326075166487,15.4187661528594,17.7201252896261
139.043365713354,18.927565722413,40.3847747618662,68.3385332564718,47.0068338914131,10.6162787748094,30.7755681942317,35.4713222346055,15.3629565824037,16.7931221134185
140.338584832889,18.9861250487352,40.4471294983543,68.2008591838528,48.1888321244276,10.3661584128392,30.3770960252401,32.4025996925487,14.9785434954794,17.253994184914
140.081275994338,18.8106822382262,40.3988252990116,68.7343970270192,48.1908789689153,10.3614296685586,31.01389888332,32.4637757180964,7.03334047215533,15.5359272859727
140.499070306934,18.5948036976331,40.3178184628662,69.4475665845139,47.0813754565458,9.85027034999153,31.9812143765257,37.0143182102458,7.04262507911276,17.1192339306618
139.282307242287,18.6941904776733,40.2465423396363,69.4587481030973,46.0826599388455,10.0383462171735,32.6474875105601,33.2230082639906,7.02645570651266,16.2240969654735
137.380848619242,18.8256050898271,40.7253829170373,69.5022139235213,46.3871540497345,9.79094945750528,33.0503791131568,32.8232931750739,6.95249373122515,15.6594477941022
135.403895122957,18.9597695188824,41.2616700277889,69.2289169257495,45.3217377567165,9.95332116202363,32.2869872654941,35.5308848568287,6.91327022038228,16.0235461837087
133.461752539846,18.274948807896,40.22922129467,69.2945836739649,45.9591105305694,9.77866251618384,32.4732593606989,34.3369871486859,6.92943959298238,15.384181924255
133.257675757096,18.323422074622,39.8824493211236,67.9997344274771,46.0444082297629,9.94733642079733,31.5734480790923,35.0623912032823,6.92943959298238,15.6891338293347
132.269211032879,18.3641484236035,40.7884434640742,68.3829249802186,43.9936318878289,9.70599654591026,32.9393883902157,38.1949262455029,6.92015498602496,14.5382925177869
130.197285856662,17.9167805025333,40.5556844302736,68.5780930715399,41.4377698040321,9.37212508509232,33.7997044324631,38.2926052008317,6.93632435862505,15.6000505771529
130.10241122263,17.8190840911497,41.8374452978216,68.37508965305,42.1143901837864,8.97032158674648,36.0739227000195,36.9235630830598,7.20431856097312,16.2265857350111
129.134216151785,18.9534507322451,43.4009477432411,67.9933877477734,43.420372364873,9.49417983394077,37.5706534777872,40.3668854795937,14.904163612476,17.5533691856825
129.079673427036,19.4899604992472,42.4315338003231,65.3146659391396,44.6589381029156,10.8601255926903,38.3371636726258,40.3009465145807,16.026316935669,18.1150349586086
123.224193675677,19.5441027113003,43.7760093897117,65.4347627412057,44.0930094515606,11.2804216598149,39.6438283488314,39.5725792031407,13.8896758169032,18.0846096655617
123.628141918902,19.7513517963049,46.0549562949755,57.4725564219395,46.8576455060203,9.62653002348948,40.2138278009782,38.3348748542606,9.88280964527159,19.4782373546859
